Test Number,Max Eigenvalue,Iterations for Max,Min Eigenvalue,Iterations for Min,Trace,Determinant
125,-1.5329059268277603,22,1.0432272086037762,20,-0.5743682611818088,-1.4693780574765858,
126,null,infinity,null,infinity,-0.08942852876517327,-1.65901216359589,
127,-1.5786347746894582,13,1.9467715399738468,11,-1.064970555764654,-0.8108975278423599,
128,-2.448755490095299,7,1.222533397661064,13,-1.6307912912343978,-2.003013408602097,
129,null,infinity,null,infinity,3.167225583966463,4.097163116923595,
130,1.773712987023224,15,-1.257655791136939,15,0.978569681287738,-1.4103335861011723,
131,2.022342682073151,5,-7.917813800025021,8,1.896045764306895,-0.2554168828177976,
132,2.0204718957982113,31,-0.6945529769546798,34,0.5806772650279175,-2.909118132845866,
133,null,infinity,null,infinity,-0.8631396427300615,0.8300898141676236,
134,null,infinity,null,infinity,3.4938746328430237,4.074476683316698,
135,null,infinity,null,infinity,2.6826638743655913,2.088762374680237,
136,-0.6631540716800176,6,-17.472610793399017,7,-0.7203824586860237,0.037953696606653445,
137,1.4459895483320384,29,-0.9764670418955788,22,0.4218927998393478,-1.4808839700164258,
138,null,infinity,null,infinity,2.1816302721788463,1.3239478566346672,
139,-2.1073332220451473,7,-5.76578543824859,6,-2.2807685240826094,0.36548923525268806,
140,-2.1113987932511025,38,0.6134547093693054,37,-0.4813259989122458,-3.4416660818822713,
141,null,infinity,null,infinity,0.14065667568584939,2.151155557611853,
142,1.2897751610418127,36,-1.0229174994267607,45,0.312179138278049,-1.2608369490287596,
143,null,infinity,null,infinity,-0.19603049752382828,0.4419289489501111,
144,2.792813168150596,10,1.5694188244787,7,3.429991010198718,1.7795261292392008,
145,1.803613681568079,6,-5.968401588537926,7,1.6360669203143274,-0.3021942265143849,
146,3.2213969997229968,7,-1.4411051004438198,9,2.527478161706015,-2.2353657310311417,
147,-1.9803791600517433,100,0.5559772966477228,61,-0.1817999954148699,-3.561780480971229,
148,-2.0201276666741967,19,0.9196619100606611,19,-0.9327454447920984,-2.19661853443467,
149,null,infinity,null,infinity,0.7004722903530021,3.670993225779661,
150,null,infinity,null,infinity,-3.301235232434652,3.0031069848234466,
151,-2.368256267766299,12,1.1974884358946158,9,-1.5331752289513378,-1.9776690560393706,
152,-3.543287438378781,4,-5.626494347266458,7,-3.7210173733369367,0.6297503702668004,
153,null,infinity,null,infinity,-0.1682402075251832,0.735696755834281,
154,1.4010694797750753,11,-1.7077089829020287,17,0.8154728056902161,-0.8204343816376736,
155,null,infinity,null,infinity,0.05005391151436678,-3.352444625518919,
156,null,infinity,null,infinity,1.6130664726947987,0.8387851821525524,
157,-1.8739092237692059,11,2.534125068822975,7,-1.4792924462494965,-0.739469616206542,
158,-1.50411644216542,10,2.441880303004389,11,-1.0946012150824829,-0.6159708214901729,
159,null,infinity,null,infinity,0.26638434080051265,1.1406449746529048,
160,0.7205500978336239,26,-2.136907319869611,30,0.252561650049985,-0.33718613910043116,
161,null,infinity,null,infinity,-0.43041172079947776,1.4805367268869063,
162,null,infinity,null,infinity,1.9861176365744808,1.6946937324950173,
163,null,infinity,null,infinity,0.04682846299219934,0.3759841854754797,
164,1.8583686331405098,17,-1.1420442414549954,13,0.9827289321672126,-1.6272315246878057,
165,null,infinity,null,infinity,-0.557976584244817,0.9341674400908395,
166,2.458110255087708,9,-2.436249716865407,7,2.0476486032291574,-1.0089746243611861,
167,-1.8974731338086857,10,-1.4659474088868465,13,-2.5796076599495263,1.2943616869278263,
168,1.4963564432019807,90,-0.765127596299149,68,0.18932537231742996,-1.955720591347756,
169,-1.8337466371157118,8,2.092751352109651,8,-1.3559139443303465,-0.8762367853894502,
170,null,infinity,null,infinity,-0.9336281512497577,0.4364601832652578,
171,null,infinity,null,infinity,-2.5891955225773517,1.9888937524766652,
172,-2.1911229859642,12,-1.0860873177005719,13,-3.111854418585565,2.017477901199742,
173,null,infinity,null,infinity,0.13665466555643846,-4.344475776227436,
174,null,infinity,null,infinity,-2.9498060580677574,2.8248725099034546,
175,null,infinity,null,infinity,-0.03550554820654961,-2.6406755662241266,
176,-2.4955894124495486,20,0.7803882164781569,13,-1.2141879119930246,-3.197817833706347,
177,-0.2331344059756222,5,82.29983807370036,8,-0.22098337224364828,-0.0028327402396095547,
178,1.9408055894588803,18,-1.210890741217649,9,1.1149640018253386,-1.6027685208819493,
179,-2.3546449461119057,9,3.781198671942176,6,-2.0901793342787505,-0.6227247983341104,
180,-1.9963277000256046,22,0.7309433213710513,30,-0.6281828949664088,-2.7312065508008194,
181,1.7694557020952726,19,-1.0354874218706613,20,0.8037218920712199,-1.7087814074349956,
182,null,infinity,null,infinity,-0.40786021048580956,1.5718716618855155,
183,2.482445020377292,19,-0.6515166027107978,22,0.9475500901823248,-3.810351626607398,
184,-1.2901176342867915,15,-1.4967724732173358,16,-1.9581870384734454,0.8619192263578941,
185,null,infinity,null,infinity,0.32268602260257007,1.3514654162514987,
186,-0.9711807008210377,9,7.200340439221006,7,-0.8322962536542944,-0.1348796517945986,
187,null,infinity,null,infinity,1.6725857630933905,0.7252154690455079,
188,-1.7955567654019786,20,0.9544891319555693,22,-0.7478464761539629,-1.8811762641822238,
189,null,infinity,null,infinity,-0.13545575097828388,0.8375458260684825,
190,null,infinity,null,infinity,1.0523286805825247,0.3664705958692406,
191,null,infinity,null,infinity,-0.3730541414903632,0.35119755393651664,
192,null,infinity,null,infinity,-1.294315062485535,0.5967364259147272,
193,null,infinity,null,infinity,-0.05674532547274813,-1.2652010686335888,
194,1.8984223442085049,8,3.516458754641366,8,2.182794354179782,0.5398664168015692,
195,-1.3448311773351553,17,1.3720419865227662,23,-0.6160082365014237,-0.9801654159421265,
196,2.2403563651938154,31,-0.5982285480323315,32,0.5687867029300153,-3.744833729727481,
197,null,infinity,null,infinity,-1.3420481674171478,2.145041508738217,
198,null,infinity,null,infinity,-2.545346937663501,1.7840513578075488,
199,null,infinity,null,infinity,2.663907070038312,2.124797804379984,
200,null,infinity,null,infinity,-2.280336915040747,1.6329694003598934,
201,-1.6967193440798154,5,48.14736873713692,5,-1.6759497055878518,-0.035240124756497515,
202,1.749927765560034,20,0.808876954779778,19,2.986145695937736,2.163234942160349,
203,-1.1635045341549892,10,-2.8083342398607054,11,-1.5195743061991016,0.41430104007650914,
204,null,infinity,null,infinity,-0.9721168125211386,0.28780622963731206,
205,null,infinity,null,infinity,0.13559832725068954,-3.365999755193264,
206,1.145565698981804,26,-1.3657458843054544,27,0.4133679888642696,-0.8388049149900481,
207,3.5200679114075033,5,-4.9687726253860065,6,3.3188108483554797,-0.7084378110898859,
208,-2.0090100829905446,65,0.5972786061984308,51,-0.3348268500641449,-3.3635245585842792,
209,2.4291408706658055,7,2.326960300991434,9,2.858880649680665,1.043911388710847,
210,2.2772985648242545,6,-16.49816134325433,5,2.2166862945187127,-0.1380335103428495,
211,null,infinity,null,infinity,3.3450828482332993,2.9956152768621784,
212,2.5034205051210505,5,-17.868593194838027,6,2.447456293601147,-0.14010170631958174,
213,-1.7726416176524489,14,-1.4923373268191242,10,-2.4427269145333055,1.1878369882358328,
214,null,infinity,null,infinity,2.078403726033099,1.5735474217404062,
215,-1.5391642516877937,8,5.386094728531884,8,-1.3535016961457105,-0.2857663483745704,
216,null,infinity,null,infinity,2.20814425735335,1.581091646637606,
217,-1.1445759035110268,13,-1.9682498111534799,15,-1.6526546988045734,0.5815229218268604,
218,null,infinity,null,infinity,2.2716760045068414,3.067757292082491,
219,1.2539319702998943,9,4.010447206165968,9,1.503278383734107,0.312666137025412,
220,-1.8817703069803158,14,-1.0922429715587383,15,-2.797321353844342,1.7228874352687795,
221,1.753357276412897,13,-1.7631970208553898,9,1.1862144887418786,-0.994420262629095,
222,-1.8737305879339101,5,-21.933868127157503,6,-1.9193223290738493,0.0854263695006934,
223,null,infinity,null,infinity,0.6915872168552153,0.21065248851680096,
224,-1.5903846151233554,23,0.8813169344043271,31,-0.45567901314605797,-1.8045658328672647,
225,-1.2609842548664558,6,-20.46379122619452,6,-1.3098511399257111,0.06162026793733978,
226,2.2013559981980353,16,0.9517771068886417,9,3.252018304137058,2.3129297955988233,
227,null,infinity,null,infinity,-0.1822393859840541,-5.622531426782029,
228,null,infinity,null,infinity,0.6711948655979865,0.44431835057639635,
229,null,infinity,null,infinity,-1.0155786879746693,1.69162756810274,
230,1.0735191022951127,16,-1.6775631035615375,21,0.4774077911977126,-0.639915967095047,
231,null,infinity,null,infinity,1.683784392901809,1.5727687759540525,
232,-1.1836264636140579,77,0.9725733539473727,62,-0.15542386583464252,-1.2170543693392435,
233,1.1969525717647975,16,-1.6324911970209113,18,0.5844130226111228,-0.7332103153092536,
234,1.7317756343240123,21,-1.2133025292309394,10,0.9075732727143357,-1.427304384992182,
235,null,infinity,null,infinity,-1.3159767990512834,0.9447428911002389,
236,-1.3330003411351365,39,0.9887369628979231,41,-0.3215657749751979,-1.3481925420132281,
237,-1.7374597358985693,23,0.9565442214084149,22,-0.692033617148422,-1.8163461877470424,
238,0.7934637981782392,7,-10.412718290241832,8,0.6974243060914178,-0.07620108430066469,
239,null,infinity,null,infinity,-2.766801475304063,2.2740340999765425,
240,0.9305386136952748,10,-4.341980236468665,11,0.7002230254184068,-0.21431051369020526,
241,-1.854598806586552,23,0.931453373750627,20,-0.7810108285592681,-1.991041810691179,
242,2.1769040171412355,9,2.465679578467614,8,2.582469584556287,0.8828827370471704,
243,1.1297053662540546,45,-1.1060831424388156,50,0.22561767376812591,-1.0213938651810721,
244,-1.4690338641721394,10,2.4274875371727913,11,-1.0570774974445873,-0.6051618126865868,
245,-0.8097475216988334,22,2.4269200748670894,16,-0.39769199468623384,-0.3336502720030694,
246,-1.4333907711763372,5,-12.48017996566867,7,-1.513517529855625,0.11485335255255186,
247,-1.0279704397674148,19,1.8063043588125711,20,-0.47434792944362414,-0.5690898327478922,
248,null,infinity,null,infinity,2.5683285765226067,3.2958275475491687,
249,-1.402645551338389,11,-1.5933812634781517,16,-2.030228755075332,0.8802925596266341,
250,1.631602859220019,9,-2.122266928072213,10,1.160417247993815,-0.7688096478802178,
251,-1.2939025654136422,8,-4.616196758731829,8,-1.5105342007273972,0.28029666989340096,
252,-1.9532275363696394,35,0.6780744769977013,29,-0.4784047655775141,-2.880596135868739,
253,2.0615613662360195,13,-1.0373873699948555,18,1.0976032615831501,-1.9872881298329161,
254,0.8667219454911028,4,-70.68758887149744,6,0.8525750886704135,-0.01226130161224731,
255,0.6600281453652619,8,-7.040281930000571,11,0.5179942951679819,-0.09375112793324408,
256,1.3773433587975583,48,-0.861793584228051,78,0.21702495183264814,-1.5982138436065512,
257,0.5602615502229268,62,-2.1494396472878314,63,0.09500756345576322,-0.2606425422481009,
258,-1.7354915048499078,15,1.341362587473042,14,-0.9899798642444875,-1.2938124741686163,
259,-2.2099436701787174,59,0.5402422861560042,57,-0.3588275413403066,-4.090777172314326,
260,-1.6178058379778668,20,1.1455489410126356,18,-0.7448901942278114,-1.41225028590366,
261,0.8752952541333565,24,1.5903400530729166,26,1.5040202107426568,0.5503491157956801,
262,-1.6876383789332945,15,1.4308637546141978,14,-0.9887546985357831,-1.1794416601513849,
263,0.7746030793170381,13,2.786727201558879,13,1.1334135056681593,0.2779506898156318,
264,1.3938397161589373,78,-0.817686298633773,92,0.17082268312866367,-1.7046330002191181,
265,null,infinity,null,infinity,-1.5693863011560532,2.480479135177131,
266,null,infinity,null,infinity,-2.069911633659549,1.7842754827865683,
267,null,infinity,null,infinity,0.1603374812811773,2.0313393959580655,
268,-1.8023846979504368,22,0.98469507977811,17,-0.7868420711054749,-1.8304285212573217,
269,1.2791940554470582,10,2.3371204110105066,11,1.707050296236703,0.5473325083946641,
270,-2.6487837745559433,31,0.50510942042331,33,-0.6691016765758171,-5.243829566888788,
271,null,infinity,null,infinity,-1.5432503844411314,3.242046504767955,
272,1.346340046468559,97,-0.8400051933343398,83,0.15592292432914334,-1.6027604766597883,
273,null,infinity,null,infinity,-0.9145147457049063,2.275198160834692,
274,null,infinity,null,infinity,-0.9050491655974211,0.4218087374703751,
275,-2.1692010963995707,17,0.829806723905388,19,-0.9641311208926702,-2.6140834728760582,
276,1.182312097848412,89,-0.9591597276507259,79,0.13977838967457057,-1.2326471604327685,
277,-1.5269426220259934,5,-97.69047900464845,5,-1.5371790380627273,0.015630413947917032,
278,null,infinity,null,infinity,0.27811476469836194,2.26804053597005,
279,-1.6222191573408602,10,1.8115388030424566,12,-1.070193321183682,-0.8954926636493554,
280,-1.8804004501373093,8,2.347827360381744,8,-1.454469906365957,-0.8009099214523209,
281,-1.493427330529474,14,1.5867289255285826,15,-0.8631901602728309,-0.9411842537056987,
282,-1.8895365473208636,19,-0.9003349355026529,17,-3.0002322290625565,2.0987478013214016,
283,null,infinity,null,infinity,-0.03870490228544954,-1.2570895910950226,
284,null,infinity,null,infinity,-3.101330712595771,3.2184298194824765,
285,null,infinity,null,infinity,3.0934082384076693,3.252282108871326,
286,-0.9861534059535634,11,2.864473923927176,12,-0.6370372710648144,-0.34426509651015846,
287,1.0811416133514982,16,2.1482072034178623,11,1.5466655134076182,0.5032829069061957,
288,1.767132451242877,5,26.293592842262907,5,1.8051642474469904,0.067207710432591,
289,null,infinity,null,infinity,2.3253798517490782,1.6422789159559181,
290,-1.4522561915994945,23,1.165365271087784,22,-0.5941567263334129,-1.246153680011263,
291,-1.9312204889403197,27,0.6843349706796965,46,-0.46992288173862296,-2.822147491341532,
292,-1.490913467141844,11,2.4424716309351093,9,-1.081499337975821,-0.6104132042002942,
293,null,infinity,null,infinity,2.182149060945369,1.3586415173100572,
294,-2.1465186480044838,9,4.3322226658614715,6,-1.9156897606402659,-0.4954771545147722,
295,-2.0629614422439366,18,0.8992913355786402,18,-0.9510043606459746,-2.2939558804996665,
296,1.8911240499807935,6,21.344997968734834,4,1.9379733648905262,0.08859799505461874,
297,0.607591284977554,9,6.977485989371468,10,0.7509048066046775,0.08707825846168513,
298,null,infinity,null,infinity,1.2859375095964043,1.204146658227149,
299,1.45733362255702,5,-37.861550079221985,5,1.4309214833364945,-0.03849112183108194,
300,1.9098440035796576,28,-0.7864061448240056,27,0.6382269127495648,-2.428647094556405,
301,null,infinity,null,infinity,0.268953855845774,0.5271869895191389,
302,1.797455667796696,18,-1.0842269877246409,19,0.8751379330709099,-1.6578002219954706,
303,1.1106820994682252,4,93.57597355373599,5,1.1213685578986898,0.011869308033507955,
304,null,infinity,null,infinity,-0.06995338420202124,2.3707300579517008,
305,-1.4835843066955818,6,19.64295689001902,6,-1.4326757606390839,-0.0755275589890061,
306,2.0186058751347673,22,-0.8006314094648055,21,0.7695796626350515,-2.5213345987304807,
307,1.4423205199787956,21,-1.2512150699949496,20,0.6430925777486842,-1.1527119184811507,
308,2.235802800434294,7,-3.5285355934044738,8,1.9523994849165849,-0.6336358033474342,
309,null,infinity,null,infinity,0.5456190372589971,0.8105687966669655,
310,null,infinity,null,infinity,0.04785166593164192,-1.4338658669351272,
311,-1.8749074173186948,43,0.6842121960189791,45,-0.41343019122081337,-2.740202606727231,
312,null,infinity,null,infinity,-0.8042741892363203,0.6743093575953941,
313,-1.796923632212356,7,-1.9048810025277976,12,-2.3218803207760224,0.943324390912457,
314,1.8344121928789479,9,-1.340442870949824,13,1.0883801957559438,-1.368513783402682,
315,null,infinity,null,infinity,1.6317253563516076,2.89400420475082,
316,null,infinity,null,infinity,-1.3435207113918137,0.6086658866586088,
317,-1.4107776931014469,34,1.039553975849886,24,-0.4488605257556726,-1.3570903030725574,
318,null,infinity,null,infinity,-1.260405448785035,1.2594879770323337,
319,-1.571949103520462,39,0.8526098616784356,36,-0.3990884062558271,-1.8436245979633423,
320,0.815523594020451,9,4.821499103943118,10,1.022918788344131,0.16914159945816779,
321,-2.110378170827767,9,-2.1834671164301347,7,-2.5683726896911594,0.9665259159639356,
322,null,infinity,null,infinity,-1.4786567378271336,1.0022142875234266,
323,-2.47252526202256,16,0.9845723212038484,11,-1.4568629116080465,-2.5112278129722023,
324,2.076295538395125,12,1.2256952924431492,13,2.8921489086634953,1.6939777246898424,
325,-1.038425894569771,80,1.1044770750455977,84,-0.13297895276833893,-0.9401943350011626,
326,null,infinity,null,infinity,-0.14244001827325992,-2.6766952212629604,
327,1.5658625718298818,16,-1.3960104002202,15,0.8495448934305623,-1.1216884507706553,
328,1.4804323788389278,10,1.8588406995671827,12,2.018411401550018,0.7964257900083277,
329,1.3022457499840476,41,-1.0143091690616184,36,0.31635101983903136,-1.28391772255865,
330,0.6231679598683993,14,-3.533602161669971,19,0.34017950394527485,-0.1763579317397837,
331,null,infinity,null,infinity,-2.599859139805395,1.7991136237038856,
332,-1.548885114685123,16,-1.1648204262310458,17,-2.407374321045401,1.3297358854406873,
333,null,infinity,null,infinity,0.8125932938898996,0.7265437001061928,
334,null,infinity,null,infinity,1.0243037280563758,0.9658376708257472,
335,1.2668676248612678,15,-1.9044300297612975,14,0.7417726273219856,-0.6652142401766834,
336,1.3210934365767608,7,4.308909072329619,9,1.553180189791644,0.30659763751149416,
337,-1.4463849074759663,50,0.9068654199294578,30,-0.3437260735720735,-1.5949115323104066,
338,null,infinity,null,infinity,0.75461804592089,0.5268999283769668,
339,1.9198186096169327,68,-0.6163170619159863,54,0.29735761753400736,-3.1149080259777957,
340,-2.3921996719650367,7,-1.470969549934313,9,-3.072026524836532,1.6262651463115567,
341,null,infinity,null,infinity,-0.8596785112487786,0.9188098621916134,
342,2.5987038021846662,12,1.0818298187025606,9,3.5230567818856153,2.4021552728653335,
343,-0.6714237982966319,15,3.5999666607383194,12,-0.3936381697693889,-0.1865058460434912,
